customer_id,customer_name,customer_type,city,zip_code,signup_date,status,contract_type,acquisition_channel,property_tier
296,Elijah Bailey,Residential,Franklin,37064,2024-06-04,Inactive,One-time,Google Search,Standard
297,Magnolia Apartments,Commercial,Nashville,37211,2023-07-13,Active,One-time,Website,Premium
298,Jack Brooks,Residential,Nashville,37211,2024-03-05,Active,Recurring,Yard Sign,Standard
299,Caleb Diaz,Residential,Brentwood,37027,2021-07-20,Active,Recurring,Yard Sign,Standard
300,Caleb Cooper,Residential,Spring Hill,37174,2023-02-21,Inactive,Recurring,Yard Sign,Premium
301,Henry Diaz,Residential,Franklin,37064,2023-04-28,Inactive,Recurring,Google Search,Premium
302,Ethan Ross,Residential,Franklin,37064,2022-09-01,Active,Recurring,Website,Estate/Commercial
303,Carter Ross,Residential,Franklin,37064,2023-08-29,Active,Recurring,Homebuilder/HOA,Premium
304,Hearth Church,Commercial,Franklin,37064,2023-07-12,Active,Recurring,Nextdoor,Premium
305,Levi Bennett,Residential,Brentwood,37027,2023-04-25,Active,One-time,Referral,Standard
306,Hudson Flores,Residential,Nashville,37211,2023-12-31,Active,Recurring,Google Search,Standard
307,Ethan Ross,Residential,Nolensville,37135,2024-07-01,Active,Recurring,Referral,Standard
308,Luke Reed,Residential,Brentwood,37027,2023-11-01,Active,Recurring,Google Search,Standard
309,Ethan Collins,Residential,Franklin,37064,2022-09-08,Active,Recurring,Referral,Standard
310,Henry Bennett,Residential,Brentwood,37027,2021-12-18,Inactive,One-time,Google Search,Standard
311,Levi Foster,Residential,Brentwood,37027,2023-07-04,Active,One-time,Referral,Estate/Commercial
312,Oak Cafe,Commercial,Nashville,37211,2023-09-13,Active,Recurring,Yard Sign,Estate/Commercial
313,Elijah Gray,Residential,Nolensville,37135,2023-06-03,Active,Recurring,Website,Estate/Commercial
314,Maple Properties,Commercial,Franklin,37064,2024-04-07,Active,Recurring,Website,Standard
315,Carter Gray,Residential,Franklin,37064,2024-10-26,Active,One-time,Yard Sign,Standard
316,Elijah Cooper,Residential,Spring Hill,37174,2024-07-18,Active,Recurring,Website,Estate/Commercial
317,Henry Cooper,Residential,Nolensville,37135,2024-01-04,Active,Recurring,Google Search,Premium
318,Liam Diaz,Residential,Nolensville,37135,2023-09-05,Active,Recurring,Referral,Standard
319,Ethan Flores,Residential,Franklin,37064,2024-01-25,Inactive,Recurring,Yard Sign,Standard
320,Noah Price,Residential,Nolensville,37135,2023-01-13,Active,Recurring,Google Search,Premium
321,Caleb Collins,Residential,Nashville,37211,2024-07-24,Inactive,Recurring,Nextdoor,Standard
322,Noah Parker,Residential,Nolensville,37135,2022-01-24,Active,Recurring,Google Search,Estate/Commercial
323,Maple Academy,Commercial,Franklin,37064,2023-02-08,Active,Recurring,Google Search,Standard
324,Ethan Brooks,Residential,Franklin,37064,2021-10-03,Active,Recurring,Referral,Standard
325,Lucas Morgan,Residential,Nolensville,37135,2023-08-28,Inactive,One-time,Nextdoor,Standard
326,Lucas Diaz,Residential,Brentwood,37027,2024-11-19,Active,One-time,Nextdoor,Standard
327,Mason Reed,Residential,Spring Hill,37174,2022-04-01,Active,One-time,Referral,Estate/Commercial
328,Maple Properties,Commercial,Spring Hill,37174,2024-01-08,Active,Recurring,Google Search,Standard
329,Hearth Cafe,Commercial,Spring Hill,37174,2022-09-01,Active,Recurring,Referral,Standard
330,Wyatt Foster,Residential,Franklin,37064,2021-12-23,Active,Recurring,Website,Standard
331,Hudson Brooks,Residential,Franklin,37064,2023-06-29,Active,Recurring,Referral,Standard
332,Mason Foster,Residential,Franklin,37064,2023-01-16,Inactive,Recurring,Website,Premium
333,Owen Murphy,Residential,Nashville,37211,2023-07-14,Active,Recurring,Google Search,Premium
334,Luke Parker,Residential,Brentwood,37027,2024-05-31,Active,Recurring,Google Search,Standard
335,Owen Reed,Residential,Brentwood,37027,2021-09-11,Active,Recurring,Google Search,Standard
336,Elijah Ross,Residential,Nolensville,37135,2024-01-28,Active,Recurring,Google Search,Premium
337,Hearth Academy,Commercial,Franklin,37064,2021-10-26,Active,One-time,Google Search,Premium
338,Liam Reed,Residential,Franklin,37064,2021-09-22,Inactive,One-time,Google Search,Standard
339,Caleb Murphy,Residential,Franklin,37064,2024-09-09,Active,Recurring,Referral,Standard
340,Hearth Cafe,Commercial,Spring Hill,37174,2022-11-25,Active,Recurring,Facebook,Standard
341,Hudson Murphy,Residential,Nashville,37211,2024-11-12,Active,Recurring,Website,Standard
342,Luke Turner,Residential,Brentwood,37027,2022-01-11,Active,Recurring,Referral,Standard
343,Wyatt Flores,Residential,Franklin,37064,2024-10-15,Active,Recurring,Referral,Premium
344,Henry Price,Residential,Franklin,37064,2024-01-22,Active,One-time,Yard Sign,Standard
345,Liam Ramos,Residential,Franklin,37064,2021-07-25,Active,Recurring,Homebuilder/HOA,Standard
346,Carter Parker,Residential,Nolensville,37135,2024-11-24,Active,One-time,Nextdoor,Standard
347,Henry Diaz,Residential,Spring Hill,37174,2023-03-14,Active,Recurring,Website,Standard
348,Mason Bailey,Residential,Spring Hill,37174,2023-04-08,Active,Recurring,Google Search,Standard
349,Wyatt Cole,Residential,Nolensville,37135,2023-07-05,Active,Recurring,Nextdoor,Estate/Commercial
350,Lucas Bailey,Residential,Spring Hill,37174,2024-03-28,Active,Recurring,Referral,Standard
351,Jackson Ramos,Residential,Nolensville,37135,2023-11-29,Active,Recurring,Website,Standard
352,Logan Brooks,Residential,Franklin,37064,2022-03-16,Active,Recurring,Referral,Estate/Commercial
353,Jack Diaz,Residential,Nolensville,37135,2023-02-23,Active,Recurring,Google Search,Standard
354,Levi Bailey,Residential,Spring Hill,37174,2022-10-24,Active,Recurring,Google Search,Standard
355,Luke Cooper,Residential,Franklin,37064,2021-09-24,Active,Recurring,Google Search,Standard
356,Carter Morgan,Residential,Brentwood,37027,2023-11-22,Active,Recurring,Google Search,Premium
357,Liam Cooper,Residential,Franklin,37064,2022-01-23,Active,Recurring,Google Search,Premium
358,Levi Morgan,Residential,Franklin,37064,2024-12-30,Active,One-time,Website,Standard
359,Levi Reed,Residential,Nolensville,37135,2024-10-07,Active,Recurring,Google Search,Premium
360,Hudson Ross,Residential,Franklin,37064,2021-11-02,Active,One-time,Google Search,Standard
361,Carter Parker,Residential,Nashville,37211,2021-06-26,Active,Recurring,Nextdoor,Standard
362,James Gray,Residential,Brentwood,37027,2023-06-25,Active,Recurring,Referral,Standard
363,Jackson Diaz,Residential,Nashville,37211,2023-11-04,Active,Recurring,Google Search,Standard
364,Maple Market,Commercial,Nolensville,37135,2024-08-07,Active,One-time,Nextdoor,Premium
365,Logan Gray,Residential,Nolensville,37135,2024-11-01,Active,Recurring,Nextdoor,Standard
366,Logan Brooks,Residential,Nashville,37211,2023-08-05,Active,Recurring,Google Search,Premium
367,Logan Flores,Residential,Spring Hill,37174,2024-04-30,Active,Recurring,Website,Standard
368,Ethan Ramos,Residential,Franklin,37064,2023-01-31,Active,Recurring,Homebuilder/HOA,Standard
369,Aiden Collins,Residential,Nolensville,37135,2022-07-30,Inactive,Recurring,Yard Sign,Standard
370,Caleb Bailey,Residential,Nolensville,37135,2022-01-08,Active,Recurring,Website,Premium
371,James Flores,Residential,Brentwood,37027,2024-08-28,Active,Recurring,Website,Standard
372,Caleb Diaz,Residential,Brentwood,37027,2024-10-17,Active,Recurring,Facebook,Estate/Commercial
373,James Cole,Residential,Nolensville,37135,2022-11-30,Active,Recurring,Yard Sign,Standard
374,Ethan Collins,Residential,Franklin,37064,2022-04-24,Active,Recurring,Facebook,Premium
375,Owen Morgan,Residential,Brentwood,37027,2022-12-03,Active,Recurring,Facebook,Standard
376,Elijah Morgan,Residential,Nashville,37211,2023-10-29,Active,Recurring,Facebook,Premium
377,Owen Reed,Residential,Brentwood,37027,2024-09-06,Active,Recurring,Referral,Premium
378,Wyatt Diaz,Residential,Brentwood,37027,2023-10-30,Active,Recurring,Google Search,Estate/Commercial
379,Jack Ramos,Residential,Brentwood,37027,2024-10-28,Active,Recurring,Google Search,Standard
380,Wyatt Bailey,Residential,Spring Hill,37174,2022-12-18,Active,One-time,Facebook,Standard
381,Jack Gray,Residential,Nashville,37211,2024-08-10,Active,Recurring,Yard Sign,Premium
382,River Apartments,Commercial,Franklin,37064,2022-10-09,Active,Recurring,Homebuilder/HOA,Standard
383,Levi Cooper,Residential,Nashville,37211,2022-07-29,Active,Recurring,Yard Sign,Standard
384,Willow Cafe,Commercial,Nolensville,37135,2022-07-04,Active,Recurring,Website,Standard
385,Caleb Murphy,Residential,Franklin,37064,2024-03-05,Active,Recurring,Yard Sign,Premium
386,Aiden Gray,Residential,Nolensville,37135,2024-10-29,Active,Recurring,Website,Standard
387,Cedar Apartments,Commercial,Brentwood,37027,2021-10-16,Active,Recurring,Homebuilder/HOA,Standard
388,Jack Foster,Residential,Nolensville,37135,2023-11-17,Active,Recurring,Referral,Standard
389,Aiden Hayes,Residential,Franklin,37064,2023-03-14,Active,Recurring,Google Search,Standard
390,James Cooper,Residential,Franklin,37064,2022-04-22,Active,Recurring,Referral,Standard
391,Hearth Office Park,Commercial,Franklin,37064,2021-08-15,Active,Recurring,Facebook,Standard
392,Mateo Brooks,Residential,Brentwood,37027,2023-04-23,Inactive,Recurring,Google Search,Standard
393,Owen Murphy,Residential,Brentwood,37027,2024-11-09,Active,Recurring,Website,Premium
394,Cumberland Academy,Commercial,Spring Hill,37174,2024-07-06,Active,Recurring,Google Search,Standard
395,Owen Morgan,Residential,Nolensville,37135,2021-09-15,Active,Recurring,Referral,Standard
396,Wyatt Foster,Residential,Spring Hill,37174,2022-03-24,Inactive,Recurring,Google Search,Standard
397,Owen Parker,Residential,Franklin,37064,2022-09-06,Active,Recurring,Homebuilder/HOA,Standard
398,Hearth Clinic,Commercial,Spring Hill,37174,2024-08-22,Active,Recurring,Facebook,Standard
399,Lucas Cooper,Residential,Nashville,37211,2024-06-28,Active,Recurring,Referral,Standard
400,Noah Turner,Residential,Nolensville,37135,2023-01-07,Inactive,One-time,Website,Standard
401,Jack Ward,Residential,Nashville,37211,2022-01-28,Active,Recurring,Referral,Standard
402,Hearth Church,Commercial,Franklin,37064,2022-11-28,Active,Recurring,Website,Standard
403,James Murphy,Residential,Franklin,37064,2023-03-28,Active,Recurring,Website,Premium
404,Ethan Reed,Residential,Brentwood,37027,2024-01-23,Active,Recurring,Website,Standard
405,Owen Diaz,Residential,Spring Hill,37174,2023-12-20,Active,One-time,Referral,Standard
406,James Cole,Residential,Nashville,37211,2023-07-20,Active,Recurring,Google Search,Standard
407,Carter Foster,Residential,Franklin,37064,2022-12-28,Active,One-time,Referral,Standard
408,Noah Cooper,Residential,Brentwood,37027,2023-12-06,Active,Recurring,Referral,Standard
409,James Murphy,Residential,Brentwood,37027,2022-10-26,Active,Recurring,Website,Premium
410,Cumberland Builders,Commercial,Spring Hill,37174,2024-09-11,Active,Recurring,Referral,Premium
411,Elijah Diaz,Residential,Franklin,37064,2022-12-06,Active,Recurring,Website,Estate/Commercial
412,Liam Reed,Residential,Nashville,37211,2022-02-25,Active,Recurring,Google Search,Premium
413,Noah Bennett,Residential,Brentwood,37027,2022-02-01,Active,Recurring,Website,Premium
414,Lucas Reed,Residential,Franklin,37064,2023-01-07,Active,Recurring,Homebuilder/HOA,Standard
415,Owen Collins,Residential,Spring Hill,37174,2022-09-19,Active,One-time,Yard Sign,Standard
416,Caleb Murphy,Residential,Brentwood,37027,2024-02-09,Active,Recurring,Referral,Premium
417,Jack Bailey,Residential,Nolensville,37135,2023-09-28,Active,Recurring,Website,Standard
418,Hudson Brooks,Residential,Franklin,37064,2022-11-22,Active,Recurring,Google Search,Standard
419,Hudson Morgan,Residential,Nolensville,37135,2023-05-14,Active,Recurring,Google Search,Premium
420,Mateo Ross,Residential,Nolensville,37135,2022-04-05,Active,Recurring,Google Search,Premium
