job_id,estimate_id,scheduled_date,completed_date,completed_month,customer_id,customer_name,customer_type,contract_type,acquisition_channel,property_tier,service_id,service_name,service_category,billing_type,target_margin,crew_id,crew_name,crew_home_base,city,billed_revenue,labor_cost,actual_material_cost,gross_profit,gross_margin_pct,estimated_labor_hours,actual_labor_hours,labor_variance_hours,labor_variance_pct,estimated_material_cost,material_variance,material_variance_pct,rework_flag,weather_delay_flag,travel_minutes,customer_rating
904120,,2025-07-08,2025-07-08,2025-07-01 00:00:00,105,Mason Bailey,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Franklin,54.61,18.830000000000002,6.55,29.23,0.5352499542208387,1.03,0.86,-0.17000000000000004,-0.16504854368932043,6.76,-0.20999999999999996,-0.031065088757396445,0,0,32,4.3
904185,,2025-07-08,2025-07-08,2025-07-01 00:00:00,107,Henry Cole,Residential,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Spring Hill,54.5,23.299999999999997,5.68,25.520000000000003,0.468256880733945,1.06,1.12,0.06000000000000005,0.05660377358490571,6.16,-0.4800000000000004,-0.07792207792207799,0,0,40,4.8
912890,,2025-07-08,2025-07-08,2025-07-01 00:00:00,329,Hearth Cafe,Commercial,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Spring Hill,65.57,21.15,5.91,38.50999999999999,0.5873112703980478,1.05,1.0,-0.050000000000000044,-0.04761904761904766,6.01,-0.09999999999999964,-0.01663893510815302,0,0,27,4.6
909051,,2025-07-08,2025-07-08,2025-07-01 00:00:00,219,River Apartments,Commercial,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,74.46,21.03,5.09,48.33999999999999,0.649207628256782,1.01,1.02,0.010000000000000009,0.00990099009900991,5.67,-0.5800000000000001,-0.10229276895943563,0,0,18,4.8
915844,,2025-07-06,2025-07-08,2025-07-01 00:00:00,395,Owen Morgan,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,53.86,24.34,8.13,21.39,0.3971407352395099,1.03,1.08,0.050000000000000044,0.04854368932038839,7.36,0.7700000000000005,0.10461956521739137,0,1,11,4.9
914986,,2025-07-08,2025-07-08,2025-07-01 00:00:00,377,Owen Reed,Residential,Recurring,Referral,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,78.99,26.93,7.02,45.03999999999999,0.5701987593366248,1.28,1.24,-0.040000000000000036,-0.03125000000000003,8.36,-1.3399999999999999,-0.16028708133971292,0,0,27,4.2
917752,51601,2025-07-08,2025-07-08,2025-07-01 00:00:00,391,Hearth Office Park,Commercial,Recurring,Facebook,Standard,3,Mulch & Bed Maintenance,Enhancement,one-time,0.34,2,Crew B,Franklin,Franklin,809.2,207.97,168.6,432.63,0.534639149777558,10.78,9.96,-0.8199999999999985,-0.0760667903525045,184.21,-15.610000000000014,-0.08474024211497755,0,0,24,4.9
902789,,2025-07-08,2025-07-08,2025-07-01 00:00:00,69,Mateo Parker,Residential,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,57.97,24.05,6.63,27.290000000000003,0.47076073831292053,0.98,1.11,0.13000000000000012,0.13265306122448992,6.44,0.1899999999999995,0.029503105590062032,0,0,13,4.6
912572,,2025-07-08,2025-07-08,2025-07-01 00:00:00,318,Liam Diaz,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,59.27,14.32,6.06,38.89,0.6561498228446094,1.02,0.64,-0.38,-0.37254901960784315,6.34,-0.28000000000000025,-0.04416403785488963,0,0,34,4.2
911001,,2025-07-08,2025-07-08,2025-07-01 00:00:00,270,Hudson Gray,Residential,Recurring,Facebook,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Spring Hill,59.26,16.94,6.03,36.28999999999999,0.6123860951738103,0.94,0.81,-0.1299999999999999,-0.13829787234042543,6.68,-0.6499999999999995,-0.0973053892215568,0,0,8,4.7
916810,,2025-07-08,2025-07-08,2025-07-01 00:00:00,419,Hudson Morgan,Residential,Recurring,Google Search,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,78.44,30.46,8.93,39.05,0.4978327383987761,1.47,1.37,-0.09999999999999987,-0.06802721088435365,9.04,-0.10999999999999943,-0.012168141592920293,0,0,13,4.4
913182,,2025-07-08,2025-07-08,2025-07-01 00:00:00,335,Owen Reed,Residential,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Brentwood,59.63,21.04,5.7,32.89,0.5515680026832132,0.94,0.99,0.050000000000000044,0.05319148936170218,6.25,-0.5499999999999998,-0.08799999999999997,0,0,18,4.7
904911,,2025-07-08,2025-07-08,2025-07-01 00:00:00,124,Aiden Ross,Residential,Recurring,Google Search,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,77.12,25.950000000000003,7.77,43.400000000000006,0.5627593360995851,1.3,1.22,-0.08000000000000007,-0.06153846153846159,8.38,-0.6100000000000012,-0.07279236276849656,0,0,18,4.5
902921,,2025-07-08,2025-07-08,2025-07-01 00:00:00,71,James Parker,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,53.08,23.990000000000002,6.68,22.409999999999997,0.42219291635267514,0.98,1.15,0.16999999999999993,0.17346938775510198,6.12,0.5599999999999996,0.09150326797385615,1,0,23,4.0
904497,,2025-07-08,2025-07-08,2025-07-01 00:00:00,115,Stone Cafe,Commercial,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,66.39,21.68,8.16,36.55,0.5505347190841994,0.97,0.98,0.010000000000000009,0.010309278350515474,6.86,1.2999999999999998,0.18950437317784252,0,0,47,4.6
909738,,2025-07-08,2025-07-08,2025-07-01 00:00:00,235,Lucas Hayes,Residential,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,55.18,19.07,6.37,29.74,0.5389633925335267,0.98,0.92,-0.05999999999999994,-0.06122448979591831,6.59,-0.21999999999999975,-0.03338391502276172,0,0,24,5.0
909929,,2025-07-08,2025-07-08,2025-07-01 00:00:00,241,Owen Hayes,Residential,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,58.75,20.119999999999997,7.19,31.44,0.5351489361702128,1.07,0.98,-0.09000000000000008,-0.08411214953271035,7.06,0.13000000000000078,0.01841359773371116,0,0,31,4.7
909569,,2025-07-08,2025-07-08,2025-07-01 00:00:00,232,Owen Bailey,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Spring Hill,58.94,21.65,6.44,30.849999999999998,0.5234136409908381,1.0,0.96,-0.040000000000000036,-0.040000000000000036,6.42,0.020000000000000462,0.00311526479750786,0,0,28,4.9
911059,,2025-07-08,2025-07-08,2025-07-01 00:00:00,274,Jackson Diaz,Residential,Recurring,Facebook,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,78.49,32.78,9.39,36.31999999999999,0.46273410625557393,1.34,1.55,0.20999999999999996,0.15671641791044771,9.0,0.39000000000000057,0.0433333333333334,0,0,9,4.3
914544,,2025-07-08,2025-07-08,2025-07-01 00:00:00,366,Logan Brooks,Residential,Recurring,Google Search,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,80.85,28.67,9.62,42.559999999999995,0.5264069264069264,1.4,1.36,-0.039999999999999813,-0.02857142857142844,9.04,0.5800000000000001,0.06415929203539825,0,0,32,4.6
902497,,2025-07-08,2025-07-08,2025-07-01 00:00:00,60,Owen Bailey,Residential,Recurring,Homebuilder/HOA,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,53.04,24.09,6.48,22.47,0.4236425339366516,1.03,1.17,0.1399999999999999,0.1359223300970873,6.62,-0.13999999999999968,-0.021148036253776387,0,0,41,4.6
903886,,2025-07-08,2025-07-08,2025-07-01 00:00:00,100,Jack Bennett,Residential,Recurring,Referral,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Spring Hill,121.91,40.6,14.42,66.89,0.5486834550077927,1.87,1.93,0.05999999999999983,0.03208556149732611,13.93,0.4900000000000002,0.03517587939698494,0,0,13,5.0
916191,,2025-07-08,2025-07-08,2025-07-01 00:00:00,404,Ethan Reed,Residential,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,55.17,26.220000000000002,6.56,22.39,0.4058365053471089,1.02,1.22,0.19999999999999996,0.19607843137254896,7.04,-0.4800000000000004,-0.06818181818181825,0,0,25,4.5
916147,,2025-07-09,2025-07-09,2025-07-01 00:00:00,403,James Murphy,Residential,Recurring,Website,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,86.52,26.26,8.1,52.15999999999999,0.6028663892741561,1.25,1.25,0.0,0.0,8.58,-0.4800000000000004,-0.05594405594405599,0,0,26,5.0
908881,,2025-07-09,2025-07-09,2025-07-01 00:00:00,213,Jack Gray,Residential,Recurring,Referral,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,123.68,58.77,13.75,51.16,0.4136481241914618,2.27,2.48,0.20999999999999996,0.09251101321585901,13.29,0.46000000000000085,0.03461249059443197,0,0,11,4.6
915253,,2025-07-09,2025-07-09,2025-07-01 00:00:00,383,Levi Cooper,Residential,Recurring,Yard Sign,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,64.31,19.85,7.04,37.42,0.5818690716840305,0.98,0.93,-0.04999999999999993,-0.05102040816326524,6.62,0.41999999999999993,0.06344410876132929,0,0,20,4.6
907018,,2025-07-09,2025-07-09,2025-07-01 00:00:00,177,Henry Cooper,Residential,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Brentwood,60.26,23.8,5.63,30.829999999999995,0.5116163292399601,1.01,1.07,0.06000000000000005,0.05940594059405946,6.36,-0.7300000000000004,-0.11477987421383654,0,0,21,4.2
900111,,2025-07-09,2025-07-09,2025-07-01 00:00:00,3,Carter Murphy,Residential,Recurring,Google Search,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,83.01,29.660000000000004,8.99,44.36,0.534393446572702,1.37,1.31,-0.06000000000000005,-0.04379562043795624,9.21,-0.22000000000000064,-0.02388707926167216,0,0,28,4.4
903121,,2025-07-09,2025-07-09,2025-07-01 00:00:00,79,Lucas Bennett,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,58.72,29.409999999999997,7.4,21.910000000000004,0.3731267029972753,1.05,1.35,0.30000000000000004,0.28571428571428575,7.29,0.11000000000000032,0.01508916323731143,0,0,24,4.4
915373,,2025-07-09,2025-07-09,2025-07-01 00:00:00,386,Aiden Gray,Residential,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Nolensville,57.39,19.71,6.91,30.77,0.5361561247604112,1.1,0.99,-0.1100000000000001,-0.10000000000000007,6.39,0.5200000000000005,0.08137715179968709,0,0,32,4.4
909804,,2025-07-09,2025-07-09,2025-07-01 00:00:00,236,Henry Ross,Residential,Recurring,Referral,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,111.42,38.52,12.17,60.730000000000004,0.545054747801113,2.11,1.73,-0.3799999999999999,-0.1800947867298578,12.88,-0.7100000000000009,-0.055124223602484534,0,0,33,4.4
905041,,2025-07-09,2025-07-09,2025-07-01 00:00:00,126,Elijah Parker,Residential,Recurring,Referral,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,82.75,35.790000000000006,9.99,36.96999999999999,0.4467673716012084,1.26,1.66,0.3999999999999999,0.3174603174603174,8.45,1.540000000000001,0.1822485207100593,0,0,15,4.1
907555,,2025-07-08,2025-07-09,2025-07-01 00:00:00,187,Jack Bennett,Residential,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Nolensville,54.66,24.599999999999998,6.76,23.299999999999997,0.4262714965239663,0.95,1.14,0.18999999999999995,0.19999999999999996,6.31,0.4500000000000002,0.07131537242472269,0,1,34,4.6
904976,,2025-07-09,2025-07-09,2025-07-01 00:00:00,125,Noah Foster,Residential,Recurring,Yard Sign,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Franklin,77.71,28.26,8.93,40.51999999999999,0.5214258139235619,1.33,1.4,0.06999999999999984,0.0526315789473683,8.64,0.28999999999999915,0.033564814814814714,0,0,28,4.5
906190,,2025-07-09,2025-07-09,2025-07-01 00:00:00,157,Mason Collins,Residential,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Franklin,56.7,18.060000000000002,5.83,32.81,0.5786596119929454,0.94,0.87,-0.06999999999999995,-0.07446808510638293,6.09,-0.2599999999999998,-0.04269293924466335,0,0,23,4.5
906953,,2025-07-08,2025-07-09,2025-07-01 00:00:00,176,Noah Collins,Residential,Recurring,Google Search,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,76.38,24.45,8.32,43.60999999999999,0.5709609845509295,1.34,1.07,-0.27,-0.20149253731343283,8.71,-0.39000000000000057,-0.044776119402985134,0,1,33,4.3
917111,50350,2025-07-09,2025-07-09,2025-07-01 00:00:00,82,Mateo Brooks,Residential,One-time,Google Search,Standard,6,Landscape Installation,Project,one-time,0.37,2,Crew B,Franklin,Franklin,2643.84,665.8299999999999,1041.44,936.5700000000002,0.3542460965867829,28.67,31.44,2.7699999999999996,0.09661667247994417,1033.73,7.710000000000036,0.007458427248894815,0,0,42,4.2
908026,,2025-07-09,2025-07-09,2025-07-01 00:00:00,196,Jackson Foster,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Franklin,54.49,25.369999999999997,6.72,22.400000000000006,0.4110846026793908,1.09,1.09,0.0,0.0,6.38,0.33999999999999986,0.05329153605015672,0,0,26,5.0
911096,,2025-07-09,2025-07-09,2025-07-01 00:00:00,275,Levi Cooper,Residential,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,61.78,29.610000000000003,6.6,25.57,0.4138879896406604,1.02,1.38,0.3599999999999999,0.3529411764705881,6.67,-0.07000000000000028,-0.010494752623688198,0,0,26,4.3
915645,,2025-07-09,2025-07-09,2025-07-01 00:00:00,391,Hearth Office Park,Commercial,Recurring,Facebook,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,65.36,22.64,7.0,35.72,0.5465116279069767,0.97,1.1,0.13000000000000012,0.13402061855670117,6.23,0.7699999999999996,0.12359550561797746,0,0,26,4.9
910595,,2025-07-09,2025-07-09,2025-07-01 00:00:00,259,Elijah Diaz,Residential,Recurring,Referral,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,116.43,52.53,14.45,49.45,0.4247187151077901,2.24,2.61,0.36999999999999966,0.16517857142857126,13.63,0.8199999999999985,0.06016140865737333,0,0,30,4.6
915497,,2025-07-08,2025-07-09,2025-07-01 00:00:00,388,Jack Foster,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,53.94,22.82,6.56,24.56,0.4553207267334075,1.01,1.01,0.0,0.0,6.65,-0.09000000000000075,-0.013533834586466276,0,1,33,4.9
917112,50352,2025-07-09,2025-07-09,2025-07-01 00:00:00,82,Mateo Brooks,Residential,One-time,Google Search,Standard,4,Aeration & Overseeding,Seasonal,one-time,0.37,1,Crew A,Nolensville,Franklin,297.87,64.53,65.23,168.11,0.5643737200792293,2.89,2.87,-0.020000000000000018,-0.006920415224913501,65.69,-0.45999999999999375,-0.007002587912924247,0,0,46,4.5
903841,,2025-07-09,2025-07-09,2025-07-01 00:00:00,99,James Hayes,Residential,Recurring,Google Search,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,88.16,23.76,7.67,56.72999999999999,0.6434891107078039,1.31,1.15,-0.16000000000000014,-0.12213740458015278,8.47,-0.8000000000000007,-0.09445100354191271,0,0,27,4.9
917285,50688,2025-07-09,2025-07-09,2025-07-01 00:00:00,164,Jack Ward,Residential,Recurring,Nextdoor,Standard,9,Irrigation Service,Service,one-time,0.39,5,Crew E,Nashville,Nashville,284.78,61.05,81.17,142.55999999999995,0.5005969520331482,2.69,2.83,0.14000000000000012,0.05204460966542756,77.83,3.3400000000000034,0.04291404342798411,0,0,33,4.6
903025,,2025-07-09,2025-07-09,2025-07-01 00:00:00,76,Liam Diaz,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nolensville,54.61,17.75,5.86,31.0,0.56766160043948,0.92,0.9,-0.020000000000000018,-0.021739130434782625,6.32,-0.45999999999999996,-0.07278481012658226,0,0,47,4.7
916728,,2025-07-08,2025-07-09,2025-07-01 00:00:00,417,Jack Bailey,Residential,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Nolensville,56.14,23.14,6.49,26.509999999999998,0.4722123263270395,0.99,1.06,0.07000000000000006,0.07070707070707077,6.16,0.33000000000000007,0.05357142857142858,0,1,29,4.7
916072,,2025-07-09,2025-07-09,2025-07-01 00:00:00,401,Jack Ward,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,54.56,23.67,6.34,24.55,0.4499633431085044,1.0,1.06,0.06000000000000005,0.06000000000000005,6.23,0.10999999999999943,0.017656500802568125,0,0,28,4.8
902291,,2025-07-09,2025-07-09,2025-07-01 00:00:00,54,Logan Flores,Residential,Recurring,Nextdoor,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,57.54,21.380000000000003,5.36,30.799999999999997,0.5352798053527981,1.05,0.99,-0.06000000000000005,-0.05714285714285719,6.18,-0.8199999999999994,-0.13268608414239472,0,0,27,5.0
907254,,2025-07-09,2025-07-09,2025-07-01 00:00:00,181,Levi Flores,Residential,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Nashville,56.02,25.74,6.61,23.670000000000005,0.4225276686897537,1.04,1.21,0.16999999999999993,0.16346153846153838,6.77,-0.15999999999999925,-0.02363367799113726,0,0,39,5.0
905956,,2025-07-09,2025-07-09,2025-07-01 00:00:00,150,Aiden Gray,Residential,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Spring Hill,52.97,24.09,6.47,22.41,0.42306966207287144,1.01,1.14,0.1299999999999999,0.1287128712871286,6.36,0.10999999999999943,0.01729559748427664,0,0,34,4.8
910765,,2025-07-09,2025-07-09,2025-07-01 00:00:00,266,Jack Morgan,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,59.89,25.29,5.56,29.040000000000003,0.4848889630990149,1.06,1.16,0.09999999999999987,0.0943396226415093,6.46,-0.9000000000000004,-0.13931888544891646,0,0,8,4.1
900637,,2025-07-09,2025-07-09,2025-07-01 00:00:00,16,Liam Morgan,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,58.94,24.759999999999998,6.45,27.73,0.47047845266372584,1.05,1.18,0.1299999999999999,0.1238095238095237,6.55,-0.09999999999999964,-0.01526717557251903,0,0,29,4.6
907377,,2025-07-09,2025-07-09,2025-07-01 00:00:00,183,Ethan Murphy,Residential,Recurring,Referral,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Brentwood,77.98,31.32,8.93,37.730000000000004,0.48384201077199285,1.31,1.46,0.1499999999999999,0.11450381679389306,8.84,0.08999999999999986,0.010180995475113107,0,0,31,5.0
901315,,2025-07-09,2025-07-09,2025-07-01 00:00:00,34,Harpeth Apartments,Commercial,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Spring Hill,67.6,23.61,6.37,37.62,0.556508875739645,0.99,1.15,0.15999999999999992,0.16161616161616155,6.31,0.0600000000000005,0.009508716323296435,0,0,46,4.4
911956,,2025-07-09,2025-07-09,2025-07-01 00:00:00,302,Ethan Ross,Residential,Recurring,Website,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,116.21,43.269999999999996,11.9,61.04,0.5252560020652267,2.1,2.09,-0.010000000000000231,-0.004761904761904872,12.81,-0.9100000000000001,-0.07103825136612023,0,0,20,4.5
908947,,2025-07-09,2025-07-09,2025-07-01 00:00:00,215,Logan Foster,Residential,Recurring,Yard Sign,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,113.52,37.67,13.77,62.08,0.5468639887244539,1.96,1.72,-0.24,-0.12244897959183673,12.1,1.67,0.13801652892561983,0,0,29,5.0
904054,,2025-07-09,2025-07-09,2025-07-01 00:00:00,104,Aiden Murphy,Residential,Recurring,Yard Sign,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,55.43,18.07,6.57,30.79,0.555475374346022,0.99,0.88,-0.10999999999999999,-0.1111111111111111,6.62,-0.04999999999999982,-0.007552870090634414,0,0,34,4.7
906635,,2025-07-08,2025-07-09,2025-07-01 00:00:00,169,Cedar Builders,Commercial,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,63.74,18.55,5.2,39.989999999999995,0.6273925321619076,0.92,0.79,-0.13,-0.14130434782608695,6.76,-1.5599999999999996,-0.23076923076923073,0,1,33,4.7
908498,,2025-07-08,2025-07-09,2025-07-01 00:00:00,205,Owen Morgan,Residential,Recurring,Website,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,79.12,32.24,8.61,38.27,0.4836956521739131,1.52,1.43,-0.09000000000000008,-0.059210526315789526,8.83,-0.22000000000000064,-0.02491506228765579,0,1,18,4.0
911572,,2025-07-10,2025-07-10,2025-07-01 00:00:00,289,Levi Bailey,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,62.23,23.99,6.34,31.899999999999995,0.5126144946167442,0.97,1.12,0.15000000000000013,0.1546391752577321,6.59,-0.25,-0.03793626707132018,0,0,37,4.3
912373,,2025-07-10,2025-07-10,2025-07-01 00:00:00,313,Elijah Gray,Residential,Recurring,Website,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,119.19,42.15,14.84,62.19999999999999,0.5218558603909723,1.96,1.92,-0.040000000000000036,-0.02040816326530614,14.04,0.8000000000000007,0.05698005698005704,0,0,38,4.5
901212,,2025-07-10,2025-07-10,2025-07-01 00:00:00,31,Carter Ross,Residential,Recurring,Referral,Estate/Commercial,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,5,Crew E,Nashville,Nashville,120.98,53.669999999999995,14.25,53.06,0.4385848900644735,2.26,2.55,0.29000000000000004,0.1283185840707965,14.22,0.02999999999999936,0.0021097046413501657,0,0,20,4.7
913828,,2025-07-10,2025-07-10,2025-07-01 00:00:00,350,Lucas Bailey,Residential,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Spring Hill,60.17,16.1,5.35,38.72,0.6435100548446069,0.99,0.82,-0.17000000000000004,-0.17171717171717177,6.07,-0.7200000000000006,-0.1186161449752884,0,0,18,5.0
914486,,2025-07-10,2025-07-10,2025-07-01 00:00:00,365,Logan Gray,Residential,Recurring,Nextdoor,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,1,Crew A,Nolensville,Nolensville,59.7,26.900000000000002,6.56,26.24,0.4395309882747068,1.14,1.18,0.040000000000000036,0.03508771929824565,6.54,0.019999999999999574,0.003058103975535103,0,0,25,4.6
911787,,2025-07-10,2025-07-10,2025-07-01 00:00:00,295,River Cafe,Commercial,Recurring,Referral,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Spring Hill,66.15,17.55,7.3,41.30000000000001,0.6243386243386244,0.98,0.85,-0.13,-0.1326530612244898,6.71,0.5899999999999999,0.08792846497764528,0,0,14,4.9
900155,,2025-07-10,2025-07-10,2025-07-01 00:00:00,4,Liam Ross,Residential,Recurring,Website,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,4,Crew D,Spring Hill,Spring Hill,77.79,25.07,9.31,43.410000000000004,0.5580408792903973,1.35,1.23,-0.1200000000000001,-0.08888888888888896,9.4,-0.08999999999999986,-0.009574468085106367,0,0,36,4.7
912059,,2025-07-10,2025-07-10,2025-07-01 00:00:00,304,Hearth Church,Commercial,Recurring,Nextdoor,Premium,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Franklin,94.19,29.25,9.15,55.79,0.5923134090667799,1.5,1.38,-0.1200000000000001,-0.08000000000000007,8.71,0.4399999999999995,0.050516647531572846,0,0,9,5.0
906248,,2025-07-10,2025-07-10,2025-07-01 00:00:00,158,Magnolia Academy,Commercial,Recurring,Google Search,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,3,Crew C,Brentwood,Brentwood,69.49,23.81,5.1,40.57999999999999,0.5839689163908475,0.99,1.11,0.1200000000000001,0.12121212121212133,5.95,-0.8500000000000005,-0.14285714285714293,0,0,22,4.2
917725,51545,2025-07-10,2025-07-10,2025-07-01 00:00:00,378,Wyatt Diaz,Residential,Recurring,Google Search,Estate/Commercial,7,Hardscape Installation,Project,one-time,0.33,3,Crew C,Brentwood,Brentwood,12810.86,2880.0699999999997,4037.67,5893.120000000001,0.4600097105112382,116.75,136.92,20.169999999999987,0.17276231263383288,4154.13,-116.46000000000004,-0.028034750958684497,0,0,18,4.1
913872,,2025-07-10,2025-07-10,2025-07-01 00:00:00,351,Jackson Ramos,Residential,Recurring,Website,Standard,1,Lawn Mowing,Recurring Maintenance,recurring,0.23,2,Crew B,Franklin,Nolensville,62.32,23.03,6.48,32.81,0.5264762516046213,1.01,1.14,0.1299999999999999,0.1287128712871286,6.56,-0.07999999999999918,-0.012195121951219388,0,0,29,4.7
